cid,Name,BirthDate,Height,Weight,YearStart,YearEnd,Position,PositionsPlayed,College,GP,MIN,PTS,FGM,FGA,FGPer,X3PMade,X3PA,X3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,RandomSort,School_power,Birth_Month
351,Derrick Rose,4-Oct-88,75,190,2009,2018,G,1,University of Memphis,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1,0.395076918,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,DeWayne Scales,28-Dec-58,80,208,1981,1984,F,1,Louisiana State University,44,11,4.9,2.1,5.1,41.8,0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3,0.2,0.3,0.1,0.7,0,0.427350634,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Chris Hunter,7-Jul-84,83,240,2010,2010,F,1,University of Michigan,60,13.1,4.5,1.8,3.6,50.2,0,0.1,0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,0,0.846110649,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Chris Porter,9-May-78,79,218,2001,2001,F,1,Auburn University,51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,0,0.952772791,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Isaiah Rider,12-Mar-71,77,215,1994,2002,G,1,"University of Nevada, Las Vegas",79,30.6,16.6,6.6,14.1,46.8,0.7,1.9,36,2.7,3.4,81.1,1.5,2.5,4,2.6,0.7,0.3,2.8,1,0.029430756,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Russ Schoene,16-Apr-60,82,210,1983,1989,F-C,2,University of Tennessee at Chattanooga,77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0,0.012829302,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Mike O'Koren,7-Feb-58,79,207,1981,1988,F-G,2,University of North Carolina,79,31.3,11,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,1,0.102145947,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Mark Price,15-Feb-64,72,170,1987,1998,G,1,Georgia Institute of Technology,67,18.2,6.9,2.6,6.3,40.8,0.3,1,32.9,1.4,1.7,83.3,0.5,1.3,1.7,3,0.6,0.1,1.6,1,0.154961606,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Paul Millsap,10-Feb-85,80,246,2007,2018,F,1,Louisiana Tech University,82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1,0.619589336,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Andrew Toney,23-Nov-57,75,178,1981,1988,G,1,University of Louisiana at Lafayette,75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,1,0.275928134,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Sedale Threatt,10-Sep-61,74,175,1984,1997,G,1,West Virginia University Institute of Technology,45,10.3,3.3,1.4,3.3,41.9,0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0,0.7,1,0.767325927,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Anthony Carter,16-Jun-75,73,190,2000,2012,G,1,University of Hawaii,79,23.5,6.3,2.5,6.4,39.5,0,0.3,13,1.2,1.6,75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,1,0.845366309,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,J.R. Henderson,30-Oct-76,80,226,1999,1999,F,1,"University of California, Los Angeles",30,11,3.2,1.2,3.2,36.5,0.1,0.2,40,0.8,1.5,55.6,0.7,0.9,1.6,0.7,0.3,0.1,0.6,0,0.556872412,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Ryan Humphrey,24-Jul-79,80,235,2003,2005,F,1,University of Notre Dame,48,9.3,1.9,0.7,2.5,29.2,0,0,0,0.5,0.8,59,0.7,1.4,2.1,0.2,0.2,0.4,0.5,0,0.658257016,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Kennard Winchester,3-Sep-66,77,210,1991,1993,G-F,2,Averett University,64,9.5,3.7,1.5,3.8,40,0.1,0.3,40,0.5,0.7,77.8,0.5,0.5,1,0.4,0.3,0.2,0.5,0,0.694655307,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Derek Fisher,9-Aug-74,73,200,1997,2014,G,1,University of Arkansas at Little Rock,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1,0.517586695,scrappy,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Reggie Evans,18-May-80,80,245,2003,2015,F,1,University of Iowa,67,20.4,3.2,1,2.1,47.1,0,0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,1,0.73719171,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Anthony Goldwire,6-Sep-71,73,182,1996,2006,G,1,University of Houston,42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,1,0.964955475,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Glenn Robinson,10-Jan-73,79,225,1995,2005,F,1,Purdue University,80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,1,0.455497107,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Juan Dixon,9-Oct-78,75,164,2003,2009,G,1,University of Maryland,42,15.4,6.4,2.5,6.5,38.4,0.6,2,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1,0.6,0.1,1,1,0.481177205,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Mike Miller,19-Feb-80,80,218,2001,2017,F-G,2,University of Florida,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,1,0.315643826,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Justin Anderson,19-Nov-93,78,228,2016,2018,G,1,University of Virginia,55,11.8,3.8,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1,80,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0,0.683598817,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Grant Long,12-Mar-66,80,225,1989,2003,F,1,Eastern Michigan University,82,29.7,11.9,4.1,8.4,48.6,0,0.1,0,3.7,5,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,1,0.155399209,scrappy,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Dave Feitl,8-Jun-62,83,235,1987,1992,C,1,University of Texas at El Paso,62,8,3.7,1.4,3.3,43.6,0,0,0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1,0.168995651,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Cedrick Hordges,8-Jan-57,80,220,1981,1982,F-C,2,University of South Carolina,68,23.5,8.4,3.3,7.1,46,0,0,0,1.9,2.7,69.9,1.8,5,6.7,1.5,0.5,0.3,1.8,0,0.885618397,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Elmore Spencer,6-Dec-69,84,270,1993,1997,C,1,"University of Nevada, Las Vegas",44,6.4,2.4,1,1.9,53.7,0,0,0,0.4,0.7,50,0.4,1,1.4,0.2,0.2,0.4,0.6,1,0.490353232,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Oliver Miller,6-Apr-70,81,280,1993,2004,C,1,University of Arkansas,56,19.1,5.6,2.2,4.6,47.5,0,0.1,0,1.3,1.8,71,1.3,3.7,4.9,2.1,0.7,1.8,1.9,1,0.851668756,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Patrick Ewing,5-Aug-62,84,240,1986,2002,C-F,2,Georgetown University,50,35.4,20,7.7,16.3,47.4,0,0.1,0,4.5,6.1,73.9,2.5,6.5,9,2,1.1,2.1,3.4,0,0.838237827,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Terry Teagle,10-Apr-60,77,195,1983,1993,F-G,2,Baylor University,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1,1.6,2.7,2.1,0.7,0.3,1.9,1,0.35167094,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Dave Batton,26-Mar-56,82,240,1983,1984,C,1,University of Notre Dame,54,10.3,3.3,1.6,3.5,44.5,0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0,0.371632659,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Vincent Yarbrough,21-Mar-81,79,210,2003,2003,G-F,2,University of Tennessee,59,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79,0.6,2.1,2.7,2.2,1,0.6,1.4,0,0.640961149,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Bob Thornton,10-Jul-62,82,225,1986,1996,F-C,2,"University of California, Irvine",71,18.6,4.7,1.8,3.9,45.6,0,0,0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,1,0.343424077,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Luke Harangody,2-Jan-88,80,246,2011,2012,F,1,University of Notre Dame,49,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,0,0.849547047,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Matt Maloney,6-Dec-71,75,192,1997,2003,G,1,University of Pennsylvania,82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,1,0.804016707,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Franklin Edwards,2-Feb-59,73,170,1982,1988,G,1,Cleveland State University,42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1,0.801670096,Mid,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Chris Robinson,2-Apr-74,77,200,1997,1998,G,1,Western Kentucky University,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0,0.671880337,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,B.J. Armstrong,9-Sep-67,74,175,1990,2000,G,1,University of Iowa,81,15.9,5.6,2.3,4.8,48.5,0,0.1,50,0.9,1,88.5,0.2,1,1.3,2.5,0.6,0.1,1,1,0.920604333,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Kyle Weaver,18-Feb-86,78,201,2009,2011,G,1,Washington State University,56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0,0.436042161,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Greg Graham,26-Nov-70,76,174,1994,1998,G,1,Indiana University,70,12.7,4.8,1.7,4.4,40,0,0.4,8,1.3,1.6,83.6,0.3,0.9,1.2,0.9,0.9,0.1,0.9,1,0.6637665,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Stephen Thompson,2-Dec-68,76,185,1992,1992,G,1,Syracuse University,19,4.8,1.6,0.7,1.9,37.8,0,0.1,0,0.2,0.4,37.5,0.6,0.4,1,0.4,0.3,0.2,0.3,0,0.582322694,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Marlon Garnett,3-Jul-75,74,186,1999,1999,G,1,Santa Clara University,24,8.5,2.1,0.6,2.1,29.4,0.3,1,26.1,0.6,0.8,75,0.1,0.8,0.9,0.8,0.2,0,0.5,0,0.176342507,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Desmond Mason,11-Oct-77,79,224,2001,2010,F,1,Oklahoma State University,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1,0.845024323,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Kurt Thomas,4-Oct-72,81,230,1996,2013,F,1,Texas Christian University,74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,1,0.65130022,scrappy,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Nate Robinson,31-May-84,69,180,2006,2016,G,1,University of Washington,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,1,0.8952301,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Carlos Rogers,6-Feb-71,83,220,1995,2002,C-F,2,Tennessee State University,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,1,0.434394084,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Kawhi Leonard,29-Jun-91,79,230,2012,2018,F,1,San Diego State University,64,24,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1,0.275814259,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Blue Edwards,31-Oct-65,76,200,1990,1999,G-F,2,East Carolina University,82,23,8.9,3.5,6.9,50.7,0.1,0.4,30,1.8,2.5,71.9,0.8,2.2,3.1,1.8,0.9,0.4,1.9,1,0.919783387,scrappy,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Archie Goodwin,17-Aug-94,77,200,2014,2017,G,1,University of Kentucky,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0,0.205962549,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Mark Blount,30-Nov-75,84,230,2001,2009,C,1,University of Pittsburgh,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,1,0.184894595,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,David Lee,29-Apr-83,81,245,2006,2017,F,1,University of Florida,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,1,0.406524265,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Dajuan Wagner,4-Feb-83,74,200,2003,2007,G,1,University of Memphis,47,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80,0.4,1.3,1.7,2.8,0.8,0.1,1.8,0,0.632370325,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Jamal Mashburn,29-Nov-72,80,240,1994,2004,F,1,University of Kentucky,79,36.7,19.2,7.1,17.5,40.6,1.1,3.8,28.4,3.9,5.5,69.9,1.4,3.1,4.5,3.4,1.1,0.2,3.1,1,0.107108657,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Dane Suttle,9-Aug-61,75,190,1984,1985,G,1,Pepperdine University,40,11.7,6.5,2.7,5.4,50.9,0,0.1,0,1,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0,0.8,0,0.845475695,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Roshown McLeod,17-Nov-75,80,221,1999,2001,F,1,Duke University,34,10.2,4.8,1.8,4.8,38,0,0.3,10,1.1,1.3,82.2,0.4,1.1,1.5,0.4,0.1,0,0.7,0,0.446997927,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Orlando Woolridge,16-Dec-59,81,215,1982,1994,F,1,University of Notre Dame,75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,1,0.938971529,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Melvin Ely,2-May-78,82,260,2003,2014,C,1,"California State University, Fresno",52,15.4,4.5,1.8,3.6,49.5,0,0,0,1,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1,1,0.670981249,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Charles Smith,22-Aug-75,76,194,1998,2006,G,1,University of New Mexico,60,8.7,2.9,1,2.2,44.4,0,0.1,0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,1,0.286922588,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Kelvin Cato,26-Aug-74,83,255,1998,2007,C,1,Iowa State University,74,13.6,3.8,1.3,3.1,42.8,0,0,0,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,1,0.150268731,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Norris Cole,13-Oct-88,74,175,2012,2017,G,1,Cleveland State University,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1,1.3,77.6,0.3,1.1,1.4,2,0.7,0,1.6,1,0.099169186,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Dean Garrett,27-Nov-66,82,225,1997,2002,C,1,Indiana University,68,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,1,0.374139019,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Ray Blume,23-Sep-58,76,185,1982,1982,G,1,Oregon State University,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0,1.1,0,0.154726994,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Craig Shelton,1-May-57,79,210,1981,1982,F,1,Georgetown University,55,10.7,4.3,1.8,4,45.7,0,0,0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,0,0.02417053,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Wesley Johnson,11-Jul-87,79,215,2011,2018,F-G,2,Syracuse University,79,26.2,9,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3,1.9,0.7,0.7,1.2,1,0.824720851,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Jeremy Evans,24-Oct-87,81,200,2011,2016,F,1,Western Kentucky University,49,9.4,3.6,1.6,2.3,66.1,0,0,0,0.5,0.8,70.3,0.7,1.2,2,0.5,0.3,0.3,0.4,1,0.133421364,scrappy,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Kenny Thomas,25-Jul-77,79,261,2000,2010,F,1,University of New Mexico,72,25,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66,2,4,6.1,1.6,0.8,0.3,1.6,1,0.715078206,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Steve Stipanovich,17-Nov-60,83,245,1984,1988,C,1,University of Missouri,81,30,12,4.8,10.1,48,0,0.2,18.8,2.3,3,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2,1,0.945770498,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Juaquin Hawkins,2-Jul-73,79,220,2003,2003,G-F,2,"California State University, Long Beach",58,11.8,2.3,1,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50,0.3,1.1,1.3,0.8,0.5,0.1,0.5,0,0.68823728,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Charlie Sitton,3-Jul-62,80,210,1985,1985,F,1,Oregon State University,43,7.1,2.1,0.9,2.2,41.5,0,0,0,0.3,0.6,52,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0,0.058822744,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Greg Anderson,22-Jun-64,82,230,1988,1998,F-C,2,University of Houston,82,24.2,11.7,4.6,9.2,50.1,0,0.1,20,2.4,4,60.4,2,4.3,6.3,1,0.7,1.5,1.7,1,0.780248081,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Kevin Ollie,27-Dec-72,76,195,1998,2010,G,1,University of Connecticut,35,12.3,3.5,1.1,2.8,37.8,0,0,0,1.4,2,70,0.3,0.9,1.1,1.9,0.4,0,1.3,1,0.127775324,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Kyle Korver,17-Mar-81,79,212,2004,2018,G-F,2,Creighton University,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1,0.433922031,scrappy,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Kenyon Martin,30-Dec-77,81,234,2001,2015,F,1,University of Cincinnati,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,1,0.147913517,Mid,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,John Morton,18-May-67,75,180,1990,1992,G,1,Seton Hall University,37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,0,0.96855579,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Mark McNamara,8-Jun-59,83,235,1983,1991,C-F,2,University of California,36,5.1,2.2,0.8,1.8,45.3,0,0,0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1,1,0.673942559,Mid,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Sam Mack,26-May-70,79,220,1993,2002,F-G,2,University of Houston,40,6.7,3.6,1.2,3,39.8,0.1,0.6,13.6,1.1,1.5,77.6,0.5,0.8,1.2,0.4,0.3,0.1,0.6,1,0.611958076,Mid,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Jerry Reynolds,23-Dec-62,80,200,1986,1996,G-F,2,Louisiana State University,55,9.2,3.7,1.3,2.9,44.4,0,0,50,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1,0.302694073,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Reggie Johnson,25-Jun-57,81,205,1981,1984,F-C,2,University of Tennessee,79,21.7,10.2,4.3,8.6,49.9,0,0,0,1.6,2.4,66.3,1.7,2.9,4.5,1,0.6,0.6,1.6,0,0.806840126,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Travis Mays,19-Jun-68,74,190,1991,1993,G,1,University of Texas at Austin,64,33.5,14.3,4.6,11.3,40.6,1.1,3.1,36.5,4,5.2,77,0.8,1.9,2.8,4,1.3,0.2,2.5,0,0.661522678,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Robert Traylor,1-Feb-77,80,284,1999,2005,F,1,University of Michigan,49,16,5.3,2.2,4.1,53.7,0,0,0,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,1,0.065674942,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Quintin Dailey,22-Jan-61,75,180,1983,1992,G,1,University of San Francisco,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20,2.7,3.7,73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1,0.086716038,scrappy,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Reggie Lewis,21-Nov-65,79,195,1988,1993,G-F,2,Northeastern University,49,8.3,4.5,1.8,3.9,46.6,0,0.1,0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,1,0.190851895,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Jordan Farmar,30-Nov-86,74,180,2007,2017,G,1,"University of California, Los Angeles",72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1,0.563586386,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Randolph Keys,19-Apr-66,79,195,1989,1996,F-G,2,University of Southern Mississippi,42,7.9,4,1.8,4.1,43,0,0.2,10,0.5,0.7,69,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1,0.014690086,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Randy Wittman,28-Oct-59,78,210,1984,1992,G-F,2,Indiana University,78,13.7,4.5,2.1,4.1,50.3,0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0,0.4,1,0.758843353,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Chris Gatling,3-Sep-67,82,220,1992,2002,F-C,2,Old Dominion University,54,11.3,5.7,2.2,3.8,56.8,0,0.1,0,1.3,2,66.1,1.4,2,3.4,0.3,0.6,0.7,0.8,1,0.92095166,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Kenny Anderson,9-Oct-70,72,168,1992,2005,G,1,Georgia Institute of Technology,64,17,7,2.9,7.5,39,0,0.2,23.1,1.1,1.5,74.5,0.6,1.4,2,3.2,1.1,0.1,1.5,1,0.819091273,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Brandon Rush,7-Jul-85,78,220,2009,2017,G-F,2,University of Kansas,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,1,0.456757921,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
